"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Sox17",9.37119294164765,7.38643525150079,16.5251163550587,0.446982344498873,0.65488780765326,0.80912081479147
"Mrpl15",812.316851757007,1.72434174663159,0.971752488751618,1.77446599477898,0.075986102069735,0.23553140702396
"Lypla1",2323.12978374248,-0.712764474714485,0.61732424710761,-1.15460307618573,0.248253006389465,0.471627437741096
"Tcea1",2079.60461279513,0.151489074245976,0.617830690342801,0.245195126454341,0.806305349761656,0.900411892964619
"Rgs20",445.228192291158,-0.506152043404269,1.00682399806617,-0.502721473044391,0.615160110401593,0.781788953007505
"Atp6v1h",2377.91322728712,0.55596648561738,0.676085324107461,0.822331835632349,0.410888062586371,0.628169065315873
"Npbwr1",148.208768059345,-3.77517147278364,0.991840367368207,-3.80622890233924,0.000141101799358757,0.00423678228033927
"Rb1cc1",3243.81655082618,-0.121027020031741,0.885045488824522,-0.136746666199591,0.891231041685745,0.9470692115396
"Pcmtd1",2580.58299253353,-1.05476037952018,0.7654867382079,-1.37789503968351,0.168235696661082,0.375681115515113
"Rrs1",462.032938846144,-0.988444418656331,0.611354799849171,-1.6168097787082,0.105919347956697,0.285110237388312
"Adhfe1",25.9528118715676,-1.53580115249595,2.68799522397079,-0.571355610605295,0.567758612476773,0.747815440631184
"2610203C22Rik",15.991212499672,-0.968840622142101,1.77564433610816,-0.545627636368665,0.585321923312894,0.761747796041743
"3110035E14Rik",5.09121786527285,2.50451498043834,2.91862153896636,0.858115705308378,0.390828575939831,NA
"Mybl1",92.0339866081872,-5.18117927410877,1.18641826980937,-4.36707644003265,1.2592066784897e-05,0.000738184931005094
"Vcpip1",492.314945747503,-2.43556379963916,0.598922963386905,-4.06657274562669,4.7709596981843e-05,0.00194699965804632
"Sgk3",550.864464519574,1.30191176286624,0.475809613002221,2.73620315203712,0.00621526427085696,0.0528601606640011
"Snhg6",442.48994821434,3.75095263400168,1.3126212632741,2.85760465638474,0.00426851845767951,0.0420672602903932
"Snord87",17.9843519020119,3.32096479957182,1.6432603899314,2.02096078011742,0.0432838252093573,0.170515186618089
"Tcf24",23.579058440123,-0.488106856370425,1.76954720110163,-0.275837149789818,0.782673148785562,0.887476569321511
"Cops5",1851.91098434224,-0.075147187918675,0.680690836106583,-0.11039841280735,0.912093411832486,0.959233713462043
"Cspp1",273.73711529366,-0.343216960690383,0.951513673575505,-0.360706283285111,0.718319027128065,0.849862056491423
"Arfgef1",2265.37937932875,-1.15395565672228,0.400084886639352,-2.8842770503413,0.00392313440556893,0.0398966325760996
"Prex2",75.9297086988093,1.53171684918562,1.63134823683042,0.938926965196362,0.347768243498879,0.571112486354656
"Sulf1",27.8952897949527,1.25240845478524,4.17164619758957,0.300219240909954,0.764009929499502,0.876325008951807
"Slco5a1",45.0252107606833,3.600439286722,2.40356010163214,1.49796099722121,0.134143384180301,0.329035867099462
"Ncoa2",1571.78557745317,-1.44644514428738,0.806637184702324,-1.79317935215343,0.0729442505374966,0.229350129453267
"Tram1",1491.67848096884,0.276338432720494,0.739555378771329,0.373654821062343,0.708661142003239,0.843331305238903
"Lactb2",300.849384081843,-1.96743756488879,0.695279721016202,-2.82970652734304,0.00465907188503588,0.0441491141485793
"Xkr9",14.3859301814673,1.61065430810339,2.14303035774692,0.751577924354165,0.4523049230889,0.661144805581611
"Eya1",18.1423963307709,3.78395887203902,3.13270453180896,1.20788884927299,0.227090019263021,0.447008774759841
"Terf1",198.631776074713,0.0167911780429286,0.525887037211008,0.0319292487831209,0.974528473370385,0.988581277010279
"Sbspon",4.33014254002854,8.33673989574517,4.90530408908633,1.69953579723902,0.089218275658138,NA
"Rpl7",25145.312277756,0.404837091188509,0.630498829531382,0.642090155011714,0.5208146478019,0.712275022401172
